word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
reçût,1750-1760,1789-1802,0.609998,0.390002,77,70,
pêcheurs,1720-1730,1780-1789,0.609792,0.390208,61,438,
l'age,1710-1720,1760-1770,0.609568,0.390432,67,289,
écrivent,1710-1720,1740-1750,0.609382,0.390618,87,172,
sacrement,1760-1770,1770-1780,0.608896,0.391104,295,340,
d'arriver,1720-1730,1740-1750,0.60881,0.39119,226,480,
n'ignore,1720-1730,1760-1770,0.608095,0.391905,158,547,
tenons,1720-1730,1760-1770,0.607772,0.392228,156,544,
sculpture,1750-1760,1780-1789,0.607448,0.392552,570,896,
maîtresses,1720-1730,1760-1770,0.60698,0.39302,62,159,
gardoit,1710-1720,1720-1730,0.606812,0.393188,98,108,
implacable,1730-1740,1760-1770,0.606622,0.393378,146,190,
ciens,1720-1730,1789-1802,0.606539,0.393461,162,325,
d'ouvrir,1700-1710,1720-1730,0.605667,0.394333,109,140,
desespoir,1750-1760,1780-1789,0.605396,0.394604,172,251,
prioit,1710-1720,1720-1730,0.604974,0.395026,80,172,
d'aucuns,1710-1720,1730-1740,0.604841,0.395159,177,101,
l'encens,1720-1730,1740-1750,0.60453,0.39547,102,143,
marchoit,1750-1760,1770-1780,0.60444,0.39556,152,277,
d'anvers,1780-1789,1789-1802,0.604125,0.395875,335,194,
repliqua,1710-1720,1720-1730,0.604115,0.395885,79,169,
deuxieme,1710-1720,1720-1730,0.603787,0.396213,54,62,
suffiroit,1720-1730,1730-1740,0.603657,0.396343,97,168,
l'envoyer,1700-1710,1710-1720,0.603617,0.396383,101,72,
infinies,1740-1750,1770-1780,0.602939,0.397061,179,271,
carosse,1710-1720,1760-1770,0.60256,0.39744,59,73,
justiciers,1730-1740,1789-1802,0.601935,0.398065,190,74,
traitoit,1710-1720,1730-1740,0.601731,0.398269,72,233,
qu'avez,1770-1780,1780-1789,0.601719,0.398281,401,514,
l'aller,1760-1770,1789-1802,0.601361,0.398639,331,211,
commanda,1710-1720,1789-1802,0.601267,0.398733,177,423,
abeilles,1740-1750,1750-1760,0.600819,0.399181,583,154,
retiennent,1740-1750,1780-1789,0.600792,0.399208,123,325,
d'examiner,1710-1720,1720-1730,0.600428,0.399572,212,252,
raconta,1770-1780,1789-1802,0.600263,0.399737,189,280,
carême,1750-1760,1780-1789,0.600261,0.399739,186,185,
s'elt,1700-1710,1730-1740,0.600185,0.399815,79,115,
levres,1760-1770,1789-1802,0.599642,0.400358,343,164,
réglement,1700-1710,1730-1740,0.599438,0.400562,112,889,
facon,1710-1720,1760-1770,0.599297,0.400703,167,1088,
surintendant,1740-1750,1789-1802,0.599294,0.400706,77,160,
d'entendre,1720-1730,1789-1802,0.599068,0.400932,314,1048,
s'appelle,1750-1760,1789-1802,0.599029,0.400971,930,1112,
rouler,1700-1710,1760-1770,0.599008,0.400992,106,388,
serments,1710-1720,1780-1789,0.598892,0.401108,63,90,
villeux,1710-1720,1789-1802,0.598735,0.401265,235,134,
éclaircissement,1750-1760,1780-1789,0.598447,0.401553,115,108,
conté,1700-1710,1710-1720,0.598201,0.401799,96,92,
mangeant,1700-1710,1720-1730,0.598142,0.401858,58,77,
quelqu'autre,1710-1720,1789-1802,0.597323,0.402677,295,436,
c'ess,1720-1730,1730-1740,0.596765,0.403235,55,91,
corsaires,1710-1720,1720-1730,0.596678,0.403322,50,165,
pasteurs,1700-1710,1780-1789,0.596282,0.403718,113,441,
carrosse,1770-1780,1780-1789,0.596058,0.403942,508,340,
scipion,1710-1720,1730-1740,0.59584,0.40416,403,2045,
j'en,1710-1720,1780-1789,0.595443,0.404557,3572,12994,
contraignit,1700-1710,1789-1802,0.595307,0.404693,68,72,
evangile,1700-1710,1740-1750,0.595148,0.404852,151,116,
surprit,1730-1740,1789-1802,0.594954,0.405046,231,310,
suiffé,1720-1730,1740-1750,0.594244,0.405756,133,52,
rafraîchir,1710-1720,1730-1740,0.593924,0.406076,73,87,
vrage,1710-1720,1770-1780,0.593855,0.406145,80,492,
demeurai,1720-1730,1789-1802,0.59365,0.40635,52,59,
necessaire,1760-1770,1789-1802,0.593438,0.406562,420,376,
étonnante,1700-1710,1720-1730,0.593371,0.406629,64,71,
emprunté,1770-1780,1789-1802,0.593259,0.406741,603,454,
approchent,1710-1720,1760-1770,0.593132,0.406868,64,390,
participation,1760-1770,1770-1780,0.592739,0.407261,166,201,
épargné,1710-1720,1789-1802,0.592677,0.407323,94,448,
l'honneur,1730-1740,1750-1760,0.592448,0.407552,3062,4376,
témoigné,1760-1770,1789-1802,0.592147,0.407853,209,488,
maltraité,1710-1720,1760-1770,0.592026,0.407974,73,138,
s'entretenir,1700-1710,1780-1789,0.591924,0.408076,97,304,
eues,1750-1760,1789-1802,0.591683,0.408317,248,315,
d'attention,1750-1760,1760-1770,0.591439,0.408561,712,1191,
avisé,1710-1720,1740-1750,0.59106,0.40894,150,93,
suivoit,1700-1710,1740-1750,0.590624,0.409376,120,316,
qu'ayant,1720-1730,1770-1780,0.59025,0.40975,473,1019,
resentes,1780-1789,1789-1802,0.590236,0.409764,50,52,
renferment,1700-1710,1740-1750,0.589605,0.410395,88,374,
paiement,1710-1720,1730-1740,0.589395,0.410605,177,96,
contravention,1710-1720,1730-1740,0.589385,0.410615,473,362,
souhaité,1710-1720,1770-1780,0.588941,0.411059,119,238,
déplaisir,1720-1730,1730-1740,0.588597,0.411403,58,106,
pilotes,1700-1710,1740-1750,0.588568,0.411432,76,483,
touchent,1770-1780,1789-1802,0.587944,0.412056,719,444,
conviendra,1710-1720,1730-1740,0.586925,0.413075,151,162,
s'étendre,1750-1760,1789-1802,0.586912,0.413088,445,755,
revenue,1720-1730,1760-1770,0.586863,0.413137,67,235,
fondent,1750-1760,1780-1789,0.586832,0.413168,233,477,
approché,1710-1720,1789-1802,0.586809,0.413191,70,272,
poulets,1720-1730,1750-1760,0.586508,0.413492,58,974,
persuada,1700-1710,1740-1750,0.586246,0.413754,83,185,
c'ct,1730-1740,1750-1760,0.586074,0.413926,53,89,
imité,1720-1730,1740-1750,0.585952,0.414048,106,137,
arriverent,1710-1720,1789-1802,0.585721,0.414279,68,132,
iceux,1770-1780,1789-1802,0.585507,0.414493,196,94,
contentez,1700-1710,1720-1730,0.585388,0.414612,70,69,
lentulus,1710-1720,1760-1770,0.584744,0.415256,58,78,
amena,1710-1720,1789-1802,0.58448,0.41552,83,305,
proserpine,1700-1710,1789-1802,0.584061,0.415939,55,156,
tinrent,1740-1750,1770-1780,0.583565,0.416435,223,243,
garda,1740-1750,1770-1780,0.582927,0.417073,235,440,
icelles,1750-1760,1789-1802,0.581549,0.418451,420,123,
datte,1770-1780,1789-1802,0.581518,0.418482,131,91,
n'entend,1740-1750,1760-1770,0.580599,0.419401,215,430,
habillé,1710-1720,1760-1770,0.580443,0.419557,80,155,
patriarches,1710-1720,1730-1740,0.580347,0.419653,68,78,
usent,1710-1720,1750-1760,0.580101,0.419899,176,168,
feraient,1730-1740,1740-1750,0.579767,0.420233,73,56,
quoiqu'on,1700-1710,1780-1789,0.57966,0.42034,88,961,
marchas,1710-1720,1789-1802,0.578984,0.421016,399,500,
dises,1760-1770,1780-1789,0.578768,0.421232,755,609,
renonciation,1720-1730,1750-1760,0.578174,0.421826,68,122,
serve,1730-1740,1740-1750,0.57814,0.42186,167,203,
faurois,1700-1710,1710-1720,0.578049,0.421951,59,168,
j'avoue,1720-1730,1780-1789,0.577572,0.422428,341,1233,
surprenant,1710-1720,1750-1760,0.577087,0.422913,249,554,
fortent,1720-1730,1740-1750,0.576771,0.423229,112,119,
these,1750-1760,1770-1780,0.576684,0.423316,220,569,
courent,1770-1780,1780-1789,0.57623,0.42377,779,789,
datée,1730-1740,1780-1789,0.576177,0.423823,62,671,
anneaux,1710-1720,1720-1730,0.575953,0.424047,93,96,
cession,1720-1730,1780-1789,0.575654,0.424346,136,493,
cocher,1710-1720,1720-1730,0.575417,0.424583,111,83,
déchargé,1760-1770,1770-1780,0.575235,0.424765,307,218,
gracieux,1740-1750,1780-1789,0.574673,0.425327,324,564,
découvrit,1710-1720,1720-1730,0.57467,0.42533,113,135,
portait,1740-1750,1750-1760,0.574618,0.425382,77,168,
l'arrivée,1730-1740,1740-1750,0.574337,0.425663,785,1276,
xxxvi,1730-1740,1740-1750,0.574212,0.425788,264,169,
j'appris,1700-1710,1720-1730,0.574029,0.425971,62,104,
epoux,1750-1760,1789-1802,0.573196,0.426804,555,222,
sacrifié,1720-1730,1789-1802,0.573,0.427,80,744,
caracteres,1710-1720,1730-1740,0.572113,0.427887,285,398,
estiment,1700-1710,1760-1770,0.571781,0.428219,51,116,
raconté,1710-1720,1789-1802,0.571762,0.428238,155,278,
considere,1710-1720,1760-1770,0.571678,0.428322,204,597,
instamment,1700-1710,1740-1750,0.571623,0.428377,56,92,
revendre,1720-1730,1730-1740,0.571583,0.428417,71,52,
molle,1710-1720,1730-1740,0.571459,0.428541,152,152,
dimanches,1730-1740,1750-1760,0.571136,0.428864,96,182,
c'étoit,1700-1710,1710-1720,0.571099,0.428901,2137,2536,
j'eus,1710-1720,1740-1750,0.570862,0.429138,475,1023,
fusse,1710-1720,1760-1770,0.570679,0.429321,132,124,
tenait,1740-1750,1750-1760,0.570461,0.429539,66,134,
d'oiseaux,1710-1720,1760-1770,0.570369,0.429631,97,96,
tâchez,1700-1710,1750-1760,0.570199,0.429801,84,118,
apporta,1730-1740,1740-1750,0.570168,0.429832,173,412,
marquoit,1710-1720,1720-1730,0.57013,0.42987,74,115,
falloir,1700-1710,1710-1720,0.569901,0.430099,104,71,
acheva,1730-1740,1780-1789,0.569796,0.430204,319,424,
formalités,1720-1730,1740-1750,0.569519,0.430481,70,483,
l'obliger,1700-1710,1750-1760,0.569469,0.430531,135,264,
présentant,1700-1710,1720-1730,0.569299,0.430701,61,63,
ordonnoit,1700-1710,1780-1789,0.569055,0.430945,69,431,
pourpre,1720-1730,1730-1740,0.56905,0.43095,333,569,
s'étonner,1740-1750,1750-1760,0.568892,0.431108,162,266,
procédures,1710-1720,1730-1740,0.568778,0.431222,64,93,
demeuroit,1740-1750,1760-1770,0.568771,0.431229,269,235,
c'efr,1710-1720,1720-1730,0.5686,0.4314,62,81,
muses,1730-1740,1760-1770,0.568344,0.431656,119,178,
expliquée,1720-1730,1789-1802,0.568149,0.431851,80,175,
envoyoit,1700-1710,1720-1730,0.568149,0.431851,82,104,
cordon,1760-1770,1789-1802,0.567987,0.432013,633,542,
difficult,1780-1789,1789-1802,0.567983,0.432017,214,59,
pratiquent,1700-1710,1780-1789,0.567779,0.432221,76,228,
s'embarquer,1710-1720,1750-1760,0.567704,0.432296,64,89,
gand,1710-1720,1740-1750,0.567451,0.432549,67,259,
détruisent,1730-1740,1770-1780,0.567431,0.432569,97,571,
démontré,1700-1710,1710-1720,0.567423,0.432577,108,176,
desiroit,1700-1710,1710-1720,0.567175,0.432825,56,54,
vêtu,1720-1730,1780-1789,0.567152,0.432848,89,548,
iront,1700-1710,1710-1720,0.567144,0.432856,93,148,
décharger,1720-1730,1730-1740,0.566964,0.433036,227,351,
arriveroit,1700-1710,1789-1802,0.566848,0.433152,83,243,
croupe,1740-1750,1750-1760,0.565969,0.434031,118,76,
vilain,1700-1710,1740-1750,0.565933,0.434067,162,189,
chantant,1700-1710,1730-1740,0.565679,0.434321,60,148,
bouclier,1710-1720,1750-1760,0.565571,0.434429,418,332,
recevez,1720-1730,1789-1802,0.56527,0.43473,103,408,
vierges,1730-1740,1740-1750,0.565171,0.434829,114,129,
l'éloge,1700-1710,1720-1730,0.564688,0.435312,94,151,
liront,1740-1750,1780-1789,0.56428,0.43572,71,273,
menton,1700-1710,1760-1770,0.564199,0.435801,50,315,
démontrer,1710-1720,1720-1730,0.564041,0.435959,145,171,
nihil,1700-1710,1710-1720,0.563782,0.436218,1514,702,
conseille,1760-1770,1789-1802,0.563456,0.436544,587,503,
descendent,1700-1710,1750-1760,0.562974,0.437026,64,190,
fuient,1730-1740,1740-1750,0.562974,0.437026,108,229,
cousine,1720-1730,1730-1740,0.562941,0.437059,72,150,
pallas,1700-1710,1730-1740,0.562891,0.437109,58,267,
d'icelles,1710-1720,1760-1770,0.562525,0.437475,1061,546,
cria,1700-1710,1730-1740,0.56229,0.43771,123,147,
étudié,1700-1710,1780-1789,0.562218,0.437782,107,614,
gardent,1710-1720,1780-1789,0.56143,0.43857,237,511,
logé,1700-1710,1770-1780,0.561331,0.438669,61,292,
genes,1730-1740,1789-1802,0.561121,0.438879,452,107,
s'imagine,1710-1720,1740-1750,0.560995,0.439005,147,238,
l'ont,1700-1710,1730-1740,0.560968,0.439032,934,1770,
diront,1740-1750,1750-1760,0.560674,0.439326,245,236,
pendre,1700-1710,1740-1750,0.560079,0.439921,140,364,
savois,1710-1720,1720-1730,0.559785,0.440215,98,136,
fideles,1710-1720,1730-1740,0.55974,0.44026,348,457,
rentré,1720-1730,1760-1770,0.559431,0.440569,72,204,
mercredi,1770-1780,1780-1789,0.558852,0.441148,1509,1349,
l'estomac,1710-1720,1750-1760,0.558357,0.441643,141,311,
volé,1710-1720,1789-1802,0.55829,0.44171,187,558,
reglemens,1770-1780,1789-1802,0.558236,0.441764,260,109,
alléguer,1740-1750,1750-1760,0.557594,0.442406,180,226,
cautions,1730-1740,1780-1789,0.557588,0.442412,281,301,
retournant,1700-1710,1770-1780,0.557532,0.442468,88,316,
espéces,1710-1720,1789-1802,0.557527,0.442473,50,102,
oncles,1720-1730,1789-1802,0.55737,0.44263,104,169,
souhaite,1700-1710,1789-1802,0.557294,0.442706,518,523,
remplissent,1710-1720,1789-1802,0.556772,0.443228,127,573,
semblait,1700-1710,1740-1750,0.556761,0.443239,76,93,
entroit,1700-1710,1750-1760,0.556752,0.443248,77,255,
reçurent,1700-1710,1710-1720,0.556159,0.443841,56,54,
embrassé,1700-1710,1710-1720,0.556124,0.443876,58,71,
répandit,1750-1760,1780-1789,0.556052,0.443948,271,621,
meres,1730-1740,1760-1770,0.555955,0.444045,285,717,
piquent,1710-1720,1789-1802,0.555792,0.444208,69,88,
prenons,1760-1770,1789-1802,0.555295,0.444705,508,552,
prononça,1700-1710,1710-1720,0.555173,0.444827,97,83,
offensé,1710-1720,1720-1730,0.555074,0.444926,134,83,
exquis,1770-1780,1789-1802,0.554972,0.445028,546,293,
conseillé,1720-1730,1780-1789,0.554949,0.445051,92,582,
poura,1750-1760,1789-1802,0.553623,0.446377,62,102,
connut,1770-1780,1789-1802,0.553444,0.446556,591,469,
marqua,1710-1720,1789-1802,0.553191,0.446809,56,156,
confreres,1720-1730,1750-1760,0.552911,0.447089,287,179,
demeurent,1710-1720,1789-1802,0.552854,0.447146,507,573,
tireur,1780-1789,1789-1802,0.552646,0.447354,181,102,
plût,1750-1760,1780-1789,0.551844,0.448156,367,576,
désire,1710-1720,1750-1760,0.551663,0.448337,86,388,
economic,1780-1789,1789-1802,0.551645,0.448355,784,2046,
statuts,1710-1720,1760-1770,0.551518,0.448482,1245,1305,
avoic,1710-1720,1770-1780,0.551202,0.448798,74,334,
saurois,1720-1730,1730-1740,0.550794,0.449206,82,74,
successions,1720-1730,1789-1802,0.550755,0.449245,64,452,
pâques,1770-1780,1789-1802,0.550743,0.449257,344,247,
féjour,1710-1720,1740-1750,0.550692,0.449308,84,438,
l'océan,1700-1710,1770-1780,0.550635,0.449365,52,1341,
rubis,1710-1720,1770-1780,0.550589,0.449411,65,533,
difference,1760-1770,1789-1802,0.550114,0.449886,88,94,
accroire,1750-1760,1760-1770,0.550106,0.449894,168,170,
croye,1710-1720,1740-1750,0.550031,0.449969,82,138,
craignons,1700-1710,1780-1789,0.549893,0.450107,71,355,
vendue,1730-1740,1740-1750,0.54947,0.45053,130,183,
chargent,1730-1740,1750-1760,0.549318,0.450682,107,279,
sassent,1730-1740,1789-1802,0.549109,0.450891,124,270,
m'est,1780-1789,1789-1802,0.54899,0.45101,2373,2123,
passait,1730-1740,1750-1760,0.548665,0.451335,86,124,
permettant,1700-1710,1710-1720,0.548526,0.451474,58,98,
entendons,1710-1720,1780-1789,0.548441,0.451559,141,273,
priant,1710-1720,1730-1740,0.54839,0.45161,154,260,
recommandé,1720-1730,1789-1802,0.547722,0.452278,103,457,
tâché,1740-1750,1770-1780,0.547493,0.452507,226,615,
difons,1710-1720,1760-1770,0.547431,0.452569,118,156,
procura,1700-1710,1740-1750,0.547367,0.452633,61,197,
étonnée,1700-1710,1710-1720,0.54679,0.45321,71,58,
personnelles,1720-1730,1770-1780,0.546744,0.453256,80,563,
clodius,1710-1720,1760-1770,0.546667,0.453333,59,58,
porterent,1710-1720,1780-1789,0.546293,0.453707,138,434,
prophetes,1740-1750,1760-1770,0.54626,0.45374,93,69,
tâcha,1720-1730,1730-1740,0.54575,0.45425,63,154,
contenterai,1700-1710,1750-1760,0.545133,0.454867,80,208,
feras,1700-1710,1730-1740,0.54494,0.45506,159,261,
d'impatience,1710-1720,1720-1730,0.54458,0.45542,87,51,
travailloient,1710-1720,1760-1770,0.544327,0.455673,50,150,
curieuse,1730-1740,1750-1760,0.544205,0.455795,115,182,
l'humidité,1710-1720,1730-1740,0.543459,0.456541,75,240,
prendroit,1700-1710,1710-1720,0.542763,0.457237,112,170,
pontifes,1700-1710,1720-1730,0.542359,0.457641,63,99,
viendroit,1710-1720,1720-1730,0.542285,0.457715,154,228,
archers,1750-1760,1789-1802,0.541833,0.458167,180,226,
enchanté,1700-1710,1710-1720,0.541607,0.458393,115,77,
mettons,1720-1730,1780-1789,0.541344,0.458656,119,439,
satisfaite,1720-1730,1770-1780,0.541243,0.458757,61,402,
prédicateurs,1720-1730,1789-1802,0.540971,0.459029,86,150,
commençait,1740-1750,1780-1789,0.540272,0.459728,56,183,
joignit,1710-1720,1780-1789,0.540129,0.459871,154,735,
marcellus,1770-1780,1789-1802,0.540074,0.459926,897,101,
accourut,1710-1720,1720-1730,0.538576,0.461424,79,60,
porc,1700-1710,1750-1760,0.538446,0.461554,141,342,
devra,1700-1710,1740-1750,0.538406,0.461594,81,165,
l'orage,1710-1720,1770-1780,0.538365,0.461635,160,594,
plaisoit,1700-1710,1760-1770,0.537667,0.462333,157,313,
blanchir,1720-1730,1789-1802,0.537203,0.462797,86,160,
recevoit,1700-1710,1720-1730,0.537169,0.462831,129,171,
epouse,1710-1720,1760-1770,0.536925,0.463075,167,109,
mené,1770-1780,1780-1789,0.536011,0.463989,376,770,
c'clt,1730-1740,1740-1750,0.535824,0.464176,131,154,
sasse,1710-1720,1750-1760,0.535749,0.464251,227,701,
porteront,1700-1710,1740-1750,0.535316,0.464684,90,117,
destins,1770-1780,1780-1789,0.534947,0.465053,459,577,
cuisse,1700-1710,1750-1760,0.534773,0.465227,52,90,
courts,1720-1730,1730-1740,0.534724,0.465276,204,166,
d'amitié,1740-1750,1789-1802,0.534421,0.465579,659,782,
d'épouser,1740-1750,1760-1770,0.534414,0.465586,94,151,
renoncé,1700-1710,1710-1720,0.534107,0.465893,188,119,
savons,1770-1780,1789-1802,0.534009,0.465991,651,1058,
quittent,1710-1720,1730-1740,0.533885,0.466115,129,121,
n'osa,1720-1730,1770-1780,0.533684,0.466316,66,174,
cabaret,1720-1730,1750-1760,0.532987,0.467013,126,147,
s'appelloit,1730-1740,1740-1750,0.532588,0.467412,310,203,
coulent,1750-1760,1760-1770,0.531108,0.468892,183,356,
s'attendre,1710-1720,1780-1789,0.531086,0.468914,102,699,
effrayé,1700-1710,1750-1760,0.530833,0.469167,98,260,
scélérat,1700-1710,1740-1750,0.530832,0.469168,61,178,
suffira,1700-1710,1720-1730,0.530479,0.469521,96,115,
vivons,1760-1770,1780-1789,0.530016,0.469984,324,404,
enfermé,1710-1720,1720-1730,0.529737,0.470263,178,201,
docteurs,1740-1750,1789-1802,0.529735,0.470265,243,399,
gagna,1730-1740,1740-1750,0.529729,0.470271,330,284,
poflible,1710-1720,1720-1730,0.529669,0.470331,78,82,
egard,1710-1720,1720-1730,0.529637,0.470363,147,99,
monumens,1740-1750,1789-1802,0.528271,0.471729,459,1225,
verras,1720-1730,1750-1760,0.528153,0.471847,65,129,
compagnes,1720-1730,1740-1750,0.527294,0.472706,103,162,
cherchons,1700-1710,1780-1789,0.526959,0.473041,113,598,
enfermée,1740-1750,1750-1760,0.526458,0.473542,97,102,
d'adresse,1700-1710,1720-1730,0.526355,0.473645,100,103,
envoyées,1710-1720,1770-1780,0.526265,0.473735,121,465,
d'aucun,1740-1750,1750-1760,0.526021,0.473979,727,780,
m'auroit,1700-1710,1710-1720,0.525854,0.474146,53,68,
pensoit,1700-1710,1710-1720,0.52585,0.47415,173,110,
merveilleuse,1730-1740,1740-1750,0.525785,0.474215,110,174,
commentateurs,1700-1710,1789-1802,0.525712,0.474288,228,135,
affliction,1710-1720,1720-1730,0.525183,0.474817,68,53,
fignifier,1730-1740,1789-1802,0.524503,0.475497,213,92,
huissiers,1730-1740,1789-1802,0.523385,0.476615,291,319,
laver,1710-1720,1750-1760,0.523249,0.476751,271,342,
princesses,1700-1710,1730-1740,0.522453,0.477547,184,128,
intestins,1710-1720,1730-1740,0.52193,0.47807,50,59,
inconvenient,1760-1770,1780-1789,0.521784,0.478216,66,196,
proposent,1700-1710,1740-1750,0.521754,0.478246,69,141,
craignit,1710-1720,1720-1730,0.521697,0.478303,83,98,
s'arrêta,1710-1720,1730-1740,0.521654,0.478346,60,205,
enfoncé,1710-1720,1720-1730,0.521652,0.478348,60,74,
procuré,1700-1710,1720-1730,0.521608,0.478392,67,124,
edits,1710-1720,1789-1802,0.520289,0.479711,1292,347,
suffisoit,1700-1710,1750-1760,0.520253,0.479747,83,339,
l'ennemi,1720-1730,1789-1802,0.520082,0.479918,1819,4784,
affligé,1720-1730,1730-1740,0.51942,0.48058,127,289,
rendait,1720-1730,1740-1750,0.519236,0.480764,65,52,
l'obligea,1700-1710,1710-1720,0.519209,0.480791,93,83,
emportement,1720-1730,1760-1770,0.519133,0.480867,68,198,
catilina,1730-1740,1740-1750,0.519009,0.480991,424,1067,
entrerent,1710-1720,1789-1802,0.518974,0.481026,51,96,
remercie,1700-1710,1770-1780,0.5188,0.4812,103,370,
trouvât,1730-1740,1760-1770,0.518625,0.481375,217,301,
jugeons,1710-1720,1750-1760,0.518556,0.481444,50,196,
reines,1730-1740,1780-1789,0.518407,0.481593,186,272,
commencèrent,1720-1730,1740-1750,0.518228,0.481772,68,116,
achetée,1730-1740,1750-1760,0.517796,0.482204,66,146,
peintres,1760-1770,1770-1780,0.517766,0.482234,966,1234,
témoigna,1720-1730,1740-1750,0.517614,0.482386,151,424,
lignifie,1700-1710,1789-1802,0.517609,0.482391,109,78,
retourné,1740-1750,1760-1770,0.51755,0.48245,236,197,
tiendroit,1700-1710,1720-1730,0.517412,0.482588,51,105,
couroit,1700-1710,1750-1760,0.516907,0.483093,106,175,
profitent,1710-1720,1730-1740,0.516842,0.483158,88,79,
descendu,1700-1710,1730-1740,0.516826,0.483174,128,214,
négoce,1710-1720,1789-1802,0.516454,0.483546,266,284,
suivirent,1700-1710,1770-1780,0.516244,0.483756,82,437,
l'envoya,1710-1720,1730-1740,0.515985,0.484015,66,87,
l'ancre,1760-1770,1780-1789,0.515652,0.484348,641,522,
demeuré,1730-1740,1750-1760,0.515377,0.484623,480,436,
songea,1720-1730,1750-1760,0.51534,0.48466,162,219,
d'avril,1770-1780,1789-1802,0.514432,0.485568,1231,914,
colere,1710-1720,1760-1770,0.51435,0.48565,909,1168,
remercia,1700-1710,1750-1760,0.513105,0.486895,101,118,
n'ignoroit,1700-1710,1710-1720,0.512874,0.487126,50,50,
viendront,1720-1730,1740-1750,0.512194,0.487806,214,273,
lieutenants,1730-1740,1740-1750,0.511528,0.488472,128,50,
d'iceux,1710-1720,1789-1802,0.511461,0.488539,845,154,
mouchoir,1700-1710,1730-1740,0.510436,0.489564,63,60,
persuadée,1720-1730,1740-1750,0.510316,0.489684,66,318,
ecriture,1730-1740,1789-1802,0.509765,0.490235,134,122,
surprenante,1700-1710,1750-1760,0.509719,0.490281,102,177,
c'efl,1710-1720,1760-1770,0.50927,0.49073,223,1088,
pressa,1770-1780,1789-1802,0.508765,0.491235,206,404,
aisée,1720-1730,1789-1802,0.507998,0.492002,287,430,
plaisent,1700-1710,1740-1750,0.507903,0.492097,135,219,
sortirent,1750-1760,1770-1780,0.507148,0.492852,149,264,
tuteurs,1720-1730,1750-1760,0.507015,0.492985,90,354,
cherchoient,1700-1710,1740-1750,0.506494,0.493506,71,264,
s'imaginer,1710-1720,1789-1802,0.506033,0.493967,203,179,
ferais,1710-1720,1740-1750,0.505638,0.494362,116,50,
façons,1780-1789,1789-1802,0.505485,0.494515,400,319,
conduisoit,1700-1710,1720-1730,0.505088,0.494912,94,174,
chemise,1710-1720,1770-1780,0.505061,0.494939,110,365,
pcut,1730-1740,1740-1750,0.504373,0.495627,121,188,
sucs,1740-1750,1789-1802,0.504043,0.495957,538,323,
doutoit,1710-1720,1720-1730,0.50399,0.49601,60,88,
sentons,1780-1789,1789-1802,0.502341,0.497659,243,224,
flottes,1700-1710,1760-1770,0.502072,0.497928,89,507,
appella,1710-1720,1740-1750,0.501959,0.498041,102,242,
martyrs,1720-1730,1789-1802,0.501069,0.498931,176,506,
s'accordent,1710-1720,1730-1740,0.50097,0.49903,148,186,
manquera,1710-1720,1760-1770,0.500528,0.499472,190,377,
m'étant,1700-1710,1710-1720,0.500387,0.499613,104,60,
cherchez,1720-1730,1789-1802,0.500024,0.499976,131,508,
employent,1700-1710,1710-1720,0.49993,0.50007,54,195,
fumée,1740-1750,1780-1789,0.499717,0.500283,599,1622,
demoiselles,1720-1730,1740-1750,0.498961,0.501039,50,160,
perdirent,1730-1740,1760-1770,0.498952,0.501048,372,229,
connaît,1750-1760,1789-1802,0.49871,0.50129,293,1045,
croyais,1700-1710,1760-1770,0.498515,0.501485,64,169,
indigné,1740-1750,1750-1760,0.498327,0.501673,119,223,
qu'aucune,1740-1750,1770-1780,0.497887,0.502113,328,944,
aima,1750-1760,1760-1770,0.497582,0.502418,337,280,
n'as,1700-1710,1710-1720,0.497512,0.502488,155,374,
rencontra,1740-1750,1750-1760,0.497467,0.502533,477,188,
tuent,1750-1760,1789-1802,0.496887,0.503113,135,225,
mena,1730-1740,1789-1802,0.496867,0.503133,522,506,
n'osait,1710-1720,1780-1789,0.496793,0.503207,141,369,
excellentes,1720-1730,1740-1750,0.496744,0.503256,137,174,
passerent,1750-1760,1760-1770,0.496543,0.503457,171,188,
ayant,1710-1720,1720-1730,0.496503,0.503497,6698,8639,
incident,1700-1710,1760-1770,0.496183,0.503817,74,173,
d'angleterre,1720-1730,1740-1750,0.495974,0.504026,1610,3670,
supplier,1710-1720,1789-1802,0.495817,0.504183,140,371,
j'aye,1710-1720,1750-1760,0.495128,0.504872,132,294,
sçauroit,1720-1730,1789-1802,0.495059,0.504941,886,80,
diametre,1770-1780,1789-1802,0.494797,0.505203,2202,89,
cadette,1720-1730,1740-1750,0.494454,0.505546,66,81,
sixieme,1720-1730,1770-1780,0.494352,0.505648,102,1007,
osez,1710-1720,1789-1802,0.493928,0.506072,92,374,
supplie,1710-1720,1720-1730,0.493403,0.506597,177,150,
demeura,1730-1740,1789-1802,0.49329,0.50671,755,376,
quarre,1770-1780,1789-1802,0.493099,0.506901,432,309,
parlait,1720-1730,1730-1740,0.492796,0.507204,92,201,
irons,1710-1720,1789-1802,0.492589,0.507411,55,288,
lèvres,1720-1730,1730-1740,0.491986,0.508014,53,71,
commencerent,1710-1720,1789-1802,0.491114,0.508886,133,168,
détermina,1710-1720,1750-1760,0.49099,0.50901,93,336,
traitent,1720-1730,1750-1760,0.490717,0.509283,187,389,
repartit,1720-1730,1789-1802,0.490674,0.509326,97,236,
