word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
n'ignore,1760-1770,1789-1802,0.612843,0.387157,547,586,
restait,1740-1750,1750-1760,0.6126,0.3874,52,157,
joye,1710-1720,1780-1789,0.612384,0.387616,773,650,
pensons,1700-1710,1710-1720,0.611854,0.388146,51,51,
préjudicier,1710-1720,1770-1780,0.611797,0.388203,211,219,
revivre,1700-1710,1760-1770,0.611707,0.388293,101,335,
qu'aucun,1710-1720,1730-1740,0.610729,0.389271,761,768,
promptitude,1700-1710,1770-1780,0.610593,0.389407,75,535,
temporelles,1700-1710,1720-1730,0.610365,0.389635,62,61,
commanda,1780-1789,1789-1802,0.610263,0.389737,869,423,
reçût,1750-1760,1789-1802,0.609998,0.390002,77,70,
pêcheurs,1720-1730,1780-1789,0.609792,0.390208,61,438,
l'age,1710-1720,1760-1770,0.609568,0.390432,67,289,
écrivent,1710-1720,1740-1750,0.609382,0.390618,87,172,
sacrement,1760-1770,1770-1780,0.608896,0.391104,295,340,
d'arriver,1730-1740,1740-1750,0.608451,0.391549,439,480,
s'elt,1700-1710,1740-1750,0.608377,0.391623,79,151,
traitoit,1710-1720,1730-1740,0.608076,0.391924,72,233,
tenons,1720-1730,1760-1770,0.607772,0.392228,156,544,
sculpture,1750-1760,1780-1789,0.607448,0.392552,570,896,
confesseur,1710-1720,1730-1740,0.607293,0.392707,314,211,
emprunté,1720-1730,1789-1802,0.607118,0.392882,122,454,
maîtresses,1720-1730,1760-1770,0.60698,0.39302,62,159,
gardoit,1710-1720,1720-1730,0.606812,0.393188,98,108,
implacable,1730-1740,1760-1770,0.606622,0.393378,146,190,
d'ouvrir,1700-1710,1720-1730,0.605667,0.394333,109,140,
piqué,1700-1710,1760-1770,0.605417,0.394583,185,292,
desespoir,1750-1760,1780-1789,0.605396,0.394604,172,251,
d'aucuns,1710-1720,1730-1740,0.604841,0.395159,177,101,
l'encens,1720-1730,1740-1750,0.60453,0.39547,102,143,
marchoit,1750-1760,1770-1780,0.60444,0.39556,152,277,
d'anvers,1780-1789,1789-1802,0.604125,0.395875,335,194,
repliqua,1710-1720,1720-1730,0.604115,0.395885,79,169,
contraignit,1710-1720,1789-1802,0.603973,0.396027,76,72,
deuxieme,1710-1720,1720-1730,0.603787,0.396213,54,62,
suffiroit,1720-1730,1730-1740,0.603657,0.396343,97,168,
embrassé,1700-1710,1710-1720,0.60326,0.39674,58,71,
infinies,1740-1750,1770-1780,0.602939,0.397061,179,271,
conseille,1740-1750,1789-1802,0.602561,0.397439,302,503,
carosse,1710-1720,1760-1770,0.60256,0.39744,59,73,
souhaité,1710-1720,1789-1802,0.602273,0.397727,119,118,
justiciers,1730-1740,1789-1802,0.601935,0.398065,190,74,
qu'avez,1770-1780,1780-1789,0.601719,0.398281,401,514,
abeilles,1740-1750,1750-1760,0.600819,0.399181,583,154,
retiennent,1740-1750,1780-1789,0.600792,0.399208,123,325,
d'examiner,1710-1720,1720-1730,0.600428,0.399572,212,252,
raconta,1770-1780,1789-1802,0.600263,0.399737,189,280,
carême,1750-1760,1780-1789,0.600261,0.399739,186,185,
suivirent,1700-1710,1720-1730,0.600015,0.399985,82,127,
levres,1760-1770,1789-1802,0.599642,0.400358,343,164,
réglement,1700-1710,1730-1740,0.599438,0.400562,112,889,
facon,1710-1720,1760-1770,0.599297,0.400703,167,1088,
surintendant,1740-1750,1789-1802,0.599294,0.400706,77,160,
accourut,1710-1720,1720-1730,0.59909,0.40091,79,60,
d'entendre,1720-1730,1789-1802,0.599068,0.400932,314,1048,
s'appelle,1750-1760,1789-1802,0.599029,0.400971,930,1112,
rouler,1700-1710,1760-1770,0.599008,0.400992,106,388,
serments,1710-1720,1780-1789,0.598892,0.401108,63,90,
villeux,1710-1720,1789-1802,0.598735,0.401265,235,134,
serve,1730-1740,1740-1750,0.598576,0.401424,167,203,
conté,1700-1710,1710-1720,0.598201,0.401799,96,92,
mangeant,1700-1710,1720-1730,0.598142,0.401858,58,77,
gouvernante,1710-1720,1730-1740,0.597521,0.402479,119,200,
quelqu'autre,1710-1720,1789-1802,0.597323,0.402677,295,436,
c'eil,1720-1730,1730-1740,0.597173,0.402827,92,145,
c'ess,1720-1730,1789-1802,0.597071,0.402929,55,196,
corsaires,1710-1720,1720-1730,0.596678,0.403322,50,165,
pasteurs,1700-1710,1780-1789,0.596282,0.403718,113,441,
carrosse,1770-1780,1780-1789,0.596058,0.403942,508,340,
scipion,1710-1720,1730-1740,0.59584,0.40416,403,2045,
suiffé,1710-1720,1740-1750,0.595445,0.404555,74,52,
j'en,1710-1720,1780-1789,0.595443,0.404557,3572,12994,
evangile,1700-1710,1740-1750,0.595148,0.404852,151,116,
demeurai,1720-1730,1789-1802,0.59365,0.40635,52,59,
necessaire,1760-1770,1789-1802,0.593438,0.406562,420,376,
étonnante,1700-1710,1720-1730,0.593371,0.406629,64,71,
approchent,1710-1720,1760-1770,0.593132,0.406868,64,390,
participation,1760-1770,1770-1780,0.592739,0.407261,166,201,
épargné,1710-1720,1789-1802,0.592677,0.407323,94,448,
l'honneur,1730-1740,1750-1760,0.592448,0.407552,3062,4376,
témoigné,1760-1770,1789-1802,0.592147,0.407853,209,488,
maltraité,1710-1720,1760-1770,0.592026,0.407974,73,138,
eues,1750-1760,1789-1802,0.591683,0.408317,248,315,
piquent,1730-1740,1789-1802,0.591452,0.408548,91,88,
l'aller,1710-1720,1760-1770,0.591442,0.408558,135,331,
d'attention,1750-1760,1760-1770,0.591439,0.408561,712,1191,
avisé,1710-1720,1740-1750,0.59106,0.40894,150,93,
resentes,1780-1789,1789-1802,0.590236,0.409764,50,52,
renferment,1700-1710,1740-1750,0.589605,0.410395,88,374,
paiement,1710-1720,1730-1740,0.589395,0.410605,177,96,
contravention,1710-1720,1730-1740,0.589385,0.410615,473,362,
pilotes,1700-1710,1740-1750,0.588568,0.411432,76,483,
touchent,1770-1780,1789-1802,0.587944,0.412056,719,444,
s'étendre,1750-1760,1789-1802,0.586912,0.413088,445,755,
revenue,1720-1730,1760-1770,0.586863,0.413137,67,235,
fondent,1750-1760,1780-1789,0.586832,0.413168,233,477,
approché,1710-1720,1789-1802,0.586809,0.413191,70,272,
poulets,1720-1730,1750-1760,0.586508,0.413492,58,974,
persuada,1700-1710,1740-1750,0.586246,0.413754,83,185,
marqua,1710-1720,1789-1802,0.58616,0.41384,56,156,
c'ct,1730-1740,1750-1760,0.586074,0.413926,53,89,
saurois,1720-1730,1730-1740,0.586004,0.413996,82,74,
imité,1720-1730,1740-1750,0.585952,0.414048,106,137,
arriverent,1710-1720,1789-1802,0.585721,0.414279,68,132,
faurois,1700-1710,1720-1730,0.585721,0.414279,59,119,
iceux,1770-1780,1789-1802,0.585507,0.414493,196,94,
contentez,1700-1710,1720-1730,0.585388,0.414612,70,69,
lentulus,1710-1720,1760-1770,0.584744,0.415256,58,78,
proserpine,1700-1710,1789-1802,0.584061,0.415939,55,156,
tinrent,1740-1750,1770-1780,0.583565,0.416435,223,243,
icelles,1750-1760,1789-1802,0.581549,0.418451,420,123,
datte,1770-1780,1789-1802,0.581518,0.418482,131,91,
raconté,1710-1720,1789-1802,0.581097,0.418903,155,278,
demeuroit,1720-1730,1770-1780,0.581066,0.418934,172,218,
n'entend,1740-1750,1760-1770,0.580599,0.419401,215,430,
habillé,1710-1720,1760-1770,0.580443,0.419557,80,155,
patriarches,1710-1720,1730-1740,0.580347,0.419653,68,78,
poura,1750-1760,1789-1802,0.580173,0.419827,62,102,
falloir,1710-1720,1720-1730,0.580107,0.419893,71,185,
usent,1710-1720,1750-1760,0.580101,0.419899,176,168,
feraient,1730-1740,1740-1750,0.579767,0.420233,73,56,
quoiqu'on,1700-1710,1780-1789,0.57966,0.42034,88,961,
marchas,1710-1720,1789-1802,0.578984,0.421016,399,500,
dises,1760-1770,1780-1789,0.578768,0.421232,755,609,
renonciation,1720-1730,1750-1760,0.578174,0.421826,68,122,
j'avoue,1720-1730,1780-1789,0.577572,0.422428,341,1233,
surprenant,1710-1720,1750-1760,0.577087,0.422913,249,554,
retournant,1740-1750,1770-1780,0.576905,0.423095,259,316,
fortent,1720-1730,1740-1750,0.576771,0.423229,112,119,
these,1750-1760,1770-1780,0.576684,0.423316,220,569,
avoic,1710-1720,1750-1760,0.576525,0.423475,74,429,
courent,1770-1780,1780-1789,0.57623,0.42377,779,789,
datée,1730-1740,1780-1789,0.576177,0.423823,62,671,
repondit,1700-1710,1710-1720,0.576082,0.423918,151,67,
anneaux,1710-1720,1720-1730,0.575953,0.424047,93,96,
cession,1720-1730,1780-1789,0.575654,0.424346,136,493,
cocher,1710-1720,1720-1730,0.575417,0.424583,111,83,
déchargé,1760-1770,1770-1780,0.575235,0.424765,307,218,
gracieux,1740-1750,1780-1789,0.574673,0.425327,324,564,
découvrit,1710-1720,1720-1730,0.57467,0.42533,113,135,
l'arrivée,1730-1740,1740-1750,0.574337,0.425663,785,1276,
l'obliger,1730-1740,1789-1802,0.574287,0.425713,179,170,
xxxvi,1730-1740,1740-1750,0.574212,0.425788,264,169,
j'appris,1700-1710,1720-1730,0.574029,0.425971,62,104,
epoux,1750-1760,1789-1802,0.573196,0.426804,555,222,
sacrifié,1720-1730,1789-1802,0.573,0.427,80,744,
volé,1710-1720,1740-1750,0.572906,0.427094,187,155,
caracteres,1710-1720,1730-1740,0.572113,0.427887,285,398,
estiment,1700-1710,1760-1770,0.571781,0.428219,51,116,
considere,1710-1720,1760-1770,0.571678,0.428322,204,597,
revendre,1720-1730,1730-1740,0.571583,0.428417,71,52,
molle,1710-1720,1730-1740,0.571459,0.428541,152,152,
prophetes,1750-1760,1760-1770,0.571374,0.428626,72,69,
dimanches,1730-1740,1750-1760,0.571136,0.428864,96,182,
c'étoit,1700-1710,1710-1720,0.571099,0.428901,2137,2536,
j'eus,1710-1720,1740-1750,0.570862,0.429138,475,1023,
d'oiseaux,1710-1720,1760-1770,0.570369,0.429631,97,96,
surprit,1710-1720,1730-1740,0.569758,0.430242,146,231,
formalités,1720-1730,1740-1750,0.569519,0.430481,70,483,
amena,1710-1720,1789-1802,0.569442,0.430558,83,305,
présentant,1700-1710,1720-1730,0.569299,0.430701,61,63,
vrage,1710-1720,1740-1750,0.569183,0.430817,80,176,
ordonnoit,1700-1710,1780-1789,0.569055,0.430945,69,431,
pourpre,1720-1730,1730-1740,0.56905,0.43095,333,569,
s'étonner,1740-1750,1750-1760,0.568892,0.431108,162,266,
demeura,1730-1740,1770-1780,0.568846,0.431154,755,568,
procédures,1710-1720,1730-1740,0.568778,0.431222,64,93,
emporta,1700-1710,1740-1750,0.568364,0.431636,87,132,
muses,1730-1740,1760-1770,0.568344,0.431656,119,178,
expliquée,1720-1730,1789-1802,0.568149,0.431851,80,175,
envoyoit,1700-1710,1720-1730,0.568149,0.431851,82,104,
cordon,1760-1770,1789-1802,0.567987,0.432013,633,542,
difficult,1780-1789,1789-1802,0.567983,0.432017,214,59,
pratiquent,1700-1710,1780-1789,0.567779,0.432221,76,228,
s'embarquer,1710-1720,1750-1760,0.567704,0.432296,64,89,
gand,1710-1720,1740-1750,0.567451,0.432549,67,259,
détruisent,1730-1740,1770-1780,0.567431,0.432569,97,571,
démontré,1700-1710,1710-1720,0.567423,0.432577,108,176,
tenait,1750-1760,1760-1770,0.567244,0.432756,134,203,
vêtu,1720-1730,1780-1789,0.567152,0.432848,89,548,
iront,1700-1710,1710-1720,0.567144,0.432856,93,148,
desiroit,1710-1720,1720-1730,0.567033,0.432967,54,51,
décharger,1720-1730,1730-1740,0.566964,0.433036,227,351,
arriveroit,1700-1710,1789-1802,0.566848,0.433152,83,243,
croupe,1740-1750,1750-1760,0.565969,0.434031,118,76,
vilain,1700-1710,1740-1750,0.565933,0.434067,162,189,
chantant,1700-1710,1730-1740,0.565679,0.434321,60,148,
bouclier,1710-1720,1750-1760,0.565571,0.434429,418,332,
recevez,1720-1730,1789-1802,0.56527,0.43473,103,408,
vierges,1730-1740,1740-1750,0.565171,0.434829,114,129,
l'éloge,1700-1710,1720-1730,0.564688,0.435312,94,151,
s'attendre,1710-1720,1780-1789,0.564641,0.435359,102,699,
liront,1740-1750,1780-1789,0.56428,0.43572,71,273,
instamment,1700-1710,1740-1750,0.564235,0.435765,56,92,
menton,1700-1710,1760-1770,0.564199,0.435801,50,315,
démontrer,1710-1720,1720-1730,0.564041,0.435959,145,171,
nihil,1700-1710,1710-1720,0.563782,0.436218,1514,702,
epouse,1760-1770,1789-1802,0.563445,0.436555,109,143,
descendent,1700-1710,1750-1760,0.562974,0.437026,64,190,
fuient,1730-1740,1740-1750,0.562974,0.437026,108,229,
cousine,1720-1730,1730-1740,0.562941,0.437059,72,150,
pallas,1700-1710,1730-1740,0.562891,0.437109,58,267,
d'icelles,1710-1720,1760-1770,0.562525,0.437475,1061,546,
cria,1700-1710,1730-1740,0.56229,0.43771,123,147,
étudié,1700-1710,1780-1789,0.562218,0.437782,107,614,
conseillé,1720-1730,1780-1789,0.561573,0.438427,92,582,
gardent,1710-1720,1780-1789,0.56143,0.43857,237,511,
genes,1730-1740,1789-1802,0.561121,0.438879,452,107,
s'imagine,1710-1720,1740-1750,0.560995,0.439005,147,238,
l'ont,1700-1710,1730-1740,0.560968,0.439032,934,1770,
logé,1750-1760,1770-1780,0.560872,0.439128,129,292,
pressa,1720-1730,1770-1780,0.560719,0.439281,94,206,
diront,1740-1750,1750-1760,0.560674,0.439326,245,236,
difons,1710-1720,1750-1760,0.560339,0.439661,118,194,
pendre,1700-1710,1740-1750,0.560079,0.439921,140,364,
fideles,1710-1720,1730-1740,0.55974,0.44026,348,457,
prioit,1700-1710,1710-1720,0.558766,0.441234,88,80,
l'estomac,1710-1720,1750-1760,0.558357,0.441643,141,311,
reglemens,1770-1780,1789-1802,0.558236,0.441764,260,109,
suivoit,1710-1720,1750-1760,0.558066,0.441934,124,300,
alléguer,1740-1750,1750-1760,0.557594,0.442406,180,226,
cautions,1730-1740,1780-1789,0.557588,0.442412,281,301,
espéces,1710-1720,1789-1802,0.557527,0.442473,50,102,
remplissent,1710-1720,1789-1802,0.556772,0.443228,127,573,
entroit,1700-1710,1750-1760,0.556752,0.443248,77,255,
reçurent,1700-1710,1710-1720,0.556159,0.443841,56,54,
répandit,1750-1760,1780-1789,0.556052,0.443948,271,621,
j'aye,1710-1720,1789-1802,0.555831,0.444169,132,176,
apporta,1730-1740,1760-1770,0.555577,0.444423,173,241,
prenons,1760-1770,1789-1802,0.555295,0.444705,508,552,
prononça,1700-1710,1710-1720,0.555173,0.444827,97,83,
offensé,1710-1720,1720-1730,0.555074,0.444926,134,83,
exquis,1770-1780,1789-1802,0.554972,0.445028,546,293,
doutant,1710-1720,1780-1789,0.554544,0.445456,76,289,
pcut,1740-1750,1789-1802,0.553784,0.446216,188,616,
meres,1760-1770,1789-1802,0.553646,0.446354,717,307,
connut,1770-1780,1789-1802,0.553444,0.446556,591,469,
confreres,1720-1730,1750-1760,0.552911,0.447089,287,179,
j'ose,1700-1710,1760-1770,0.552573,0.447427,180,1077,
plût,1750-1760,1780-1789,0.551844,0.448156,367,576,
rentré,1720-1730,1760-1770,0.551734,0.448266,72,204,
désire,1710-1720,1750-1760,0.551663,0.448337,86,388,
economic,1780-1789,1789-1802,0.551645,0.448355,784,2046,
statuts,1710-1720,1760-1770,0.551518,0.448482,1245,1305,
conduisoit,1700-1710,1740-1750,0.551365,0.448635,94,257,
successions,1720-1730,1789-1802,0.550755,0.449245,64,452,
pâques,1770-1780,1789-1802,0.550743,0.449257,344,247,
féjour,1710-1720,1740-1750,0.550692,0.449308,84,438,
l'océan,1700-1710,1770-1780,0.550635,0.449365,52,1341,
rubis,1710-1720,1770-1780,0.550589,0.449411,65,533,
difference,1760-1770,1789-1802,0.550114,0.449886,88,94,
croye,1710-1720,1740-1750,0.550031,0.449969,82,138,
craignons,1700-1710,1780-1789,0.549893,0.450107,71,355,
fusse,1710-1720,1760-1770,0.549878,0.450122,132,124,
priant,1700-1710,1710-1720,0.54986,0.45014,142,154,
acheva,1760-1770,1780-1789,0.549639,0.450361,274,424,
tâcha,1710-1720,1720-1730,0.549526,0.450474,63,63,
vendue,1730-1740,1740-1750,0.54947,0.45053,130,183,
chargent,1730-1740,1750-1760,0.549318,0.450682,107,279,
sassent,1730-1740,1789-1802,0.549109,0.450891,124,270,
marquoit,1700-1710,1710-1720,0.549076,0.450924,122,74,
m'est,1780-1789,1789-1802,0.54899,0.45101,2373,2123,
permettant,1700-1710,1710-1720,0.548526,0.451474,58,98,
entendons,1710-1720,1780-1789,0.548441,0.451559,141,273,
semblait,1700-1710,1740-1750,0.547894,0.452106,76,93,
tâché,1740-1750,1770-1780,0.547493,0.452507,226,615,
étonnée,1700-1710,1710-1720,0.54679,0.45321,71,58,
personnelles,1720-1730,1770-1780,0.546744,0.453256,80,563,
clodius,1710-1720,1760-1770,0.546667,0.453333,59,58,
demandée,1720-1730,1760-1770,0.546537,0.453463,75,313,
feras,1700-1710,1730-1740,0.54494,0.45506,159,261,
d'impatience,1710-1720,1720-1730,0.54458,0.45542,87,51,
n'osa,1720-1730,1730-1740,0.544462,0.455538,66,65,
travailloient,1710-1720,1760-1770,0.544327,0.455673,50,150,
curieuse,1730-1740,1750-1760,0.544205,0.455795,115,182,
c'efr,1720-1730,1730-1740,0.543628,0.456372,81,67,
l'humidité,1710-1720,1730-1740,0.543459,0.456541,75,240,
prendroit,1700-1710,1710-1720,0.542763,0.457237,112,170,
pontifes,1700-1710,1720-1730,0.542359,0.457641,63,99,
souhaite,1760-1770,1789-1802,0.542028,0.457972,657,523,
archers,1750-1760,1789-1802,0.541833,0.458167,180,226,
enchanté,1700-1710,1710-1720,0.541607,0.458393,115,77,
mettons,1720-1730,1780-1789,0.541344,0.458656,119,439,
satisfaite,1720-1730,1770-1780,0.541243,0.458757,61,402,
prédicateurs,1720-1730,1789-1802,0.540971,0.459029,86,150,
procuré,1700-1710,1720-1730,0.540663,0.459337,67,124,
marcellus,1770-1780,1789-1802,0.540074,0.459926,897,101,
ayant,1700-1710,1710-1720,0.539485,0.460515,5195,6698,
porc,1700-1710,1750-1760,0.538446,0.461554,141,342,
l'orage,1710-1720,1770-1780,0.538365,0.461635,160,594,
plaisoit,1700-1710,1760-1770,0.537667,0.462333,157,313,
couroit,1710-1720,1740-1750,0.537438,0.462562,99,189,
blanchir,1720-1730,1789-1802,0.537203,0.462797,86,160,
recevoit,1700-1710,1720-1730,0.537169,0.462831,129,171,
j'aie,1710-1720,1770-1780,0.536179,0.463821,150,753,
mené,1770-1780,1780-1789,0.536011,0.463989,376,770,
c'clt,1730-1740,1740-1750,0.535824,0.464176,131,154,
rencontra,1710-1720,1720-1730,0.535749,0.464251,89,127,
sasse,1710-1720,1750-1760,0.535749,0.464251,227,701,
porteront,1700-1710,1740-1750,0.535316,0.464684,90,117,
destins,1770-1780,1780-1789,0.534947,0.465053,459,577,
commençait,1750-1760,1770-1780,0.534932,0.465068,139,145,
cuisse,1700-1710,1750-1760,0.534773,0.465227,52,90,
courts,1720-1730,1730-1740,0.534724,0.465276,204,166,
d'amitié,1740-1750,1789-1802,0.534421,0.465579,659,782,
d'épouser,1740-1750,1760-1770,0.534414,0.465586,94,151,
renoncé,1700-1710,1710-1720,0.534107,0.465893,188,119,
savons,1770-1780,1789-1802,0.534009,0.465991,651,1058,
quittent,1710-1720,1730-1740,0.533885,0.466115,129,121,
accroire,1710-1720,1720-1730,0.533401,0.466599,161,120,
pensoit,1710-1720,1770-1780,0.533383,0.466617,110,796,
mercredi,1710-1720,1770-1780,0.533201,0.466799,226,1509,
cabaret,1720-1730,1750-1760,0.532987,0.467013,126,147,
s'appelloit,1730-1740,1740-1750,0.532588,0.467412,310,203,
crût,1720-1730,1789-1802,0.532315,0.467685,91,184,
demeurent,1720-1730,1789-1802,0.532302,0.467698,509,573,
joignit,1770-1780,1780-1789,0.53211,0.46789,745,735,
coulent,1750-1760,1760-1770,0.531108,0.468892,183,356,
effrayé,1700-1710,1750-1760,0.530833,0.469167,98,260,
scélérat,1700-1710,1740-1750,0.530832,0.469168,61,178,
suffira,1700-1710,1720-1730,0.530479,0.469521,96,115,
s'arrêta,1710-1720,1730-1740,0.530238,0.469762,60,205,
recommandé,1700-1710,1750-1760,0.530205,0.469795,112,205,
vivons,1760-1770,1780-1789,0.530016,0.469984,324,404,
enfermé,1710-1720,1720-1730,0.529737,0.470263,178,201,
docteurs,1740-1750,1789-1802,0.529735,0.470265,243,399,
supplier,1710-1720,1789-1802,0.529729,0.470271,140,371,
poflible,1710-1720,1720-1730,0.529669,0.470331,78,82,
egard,1710-1720,1720-1730,0.529637,0.470363,147,99,
prenait,1720-1730,1740-1750,0.529215,0.470785,70,70,
suffisoit,1700-1710,1720-1730,0.528533,0.471467,83,162,
monumens,1740-1750,1789-1802,0.528271,0.471729,459,1225,
verras,1720-1730,1750-1760,0.528153,0.471847,65,129,
retourné,1760-1770,1789-1802,0.528085,0.471915,197,228,
compagnes,1720-1730,1740-1750,0.527294,0.472706,103,162,
cherchons,1700-1710,1780-1789,0.526959,0.473041,113,598,
faisois,1700-1710,1710-1720,0.526641,0.473359,155,156,
enfermée,1740-1750,1750-1760,0.526458,0.473542,97,102,
d'adresse,1700-1710,1720-1730,0.526355,0.473645,100,103,
envoyées,1710-1720,1770-1780,0.526265,0.473735,121,465,
d'aucun,1740-1750,1750-1760,0.526021,0.473979,727,780,
merveilleuse,1730-1740,1740-1750,0.525785,0.474215,110,174,
commentateurs,1700-1710,1789-1802,0.525712,0.474288,228,135,
affliction,1710-1720,1720-1730,0.525183,0.474817,68,53,
tireur,1720-1730,1780-1789,0.524652,0.475348,188,181,
devra,1700-1710,1710-1720,0.523688,0.476312,81,167,
huissiers,1730-1740,1789-1802,0.523385,0.476615,291,319,
laver,1710-1720,1750-1760,0.523249,0.476751,271,342,
fevrier,1780-1789,1789-1802,0.522715,0.477285,430,362,
princesses,1700-1710,1730-1740,0.522453,0.477547,184,128,
commencèrent,1720-1730,1740-1750,0.522001,0.477999,68,116,
intestins,1710-1720,1730-1740,0.52193,0.47807,50,59,
procura,1700-1710,1750-1760,0.521847,0.478153,61,238,
inconvenient,1760-1770,1780-1789,0.521784,0.478216,66,196,
proposent,1700-1710,1740-1750,0.521754,0.478246,69,141,
craignit,1710-1720,1720-1730,0.521697,0.478303,83,98,
enfoncé,1710-1720,1720-1730,0.521652,0.478348,60,74,
retint,1730-1740,1740-1750,0.520982,0.479018,252,305,
n'aye,1720-1730,1770-1780,0.52059,0.47941,54,102,
edits,1710-1720,1789-1802,0.520289,0.479711,1292,347,
l'ennemi,1720-1730,1789-1802,0.520082,0.479918,1819,4784,
contenterai,1700-1710,1760-1770,0.519841,0.480159,80,258,
gagna,1730-1740,1740-1750,0.519602,0.480398,330,284,
affligé,1720-1730,1730-1740,0.51942,0.48058,127,289,
emportement,1720-1730,1760-1770,0.519133,0.480867,68,198,
catilina,1730-1740,1740-1750,0.519009,0.480991,424,1067,
entrerent,1710-1720,1789-1802,0.518974,0.481026,51,96,
remercie,1700-1710,1770-1780,0.5188,0.4812,103,370,
trouvât,1730-1740,1760-1770,0.518625,0.481375,217,301,
jugeons,1710-1720,1750-1760,0.518556,0.481444,50,196,
jeta,1700-1710,1720-1730,0.51848,0.48152,101,93,
reines,1730-1740,1780-1789,0.518407,0.481593,186,272,
descendu,1770-1780,1789-1802,0.517969,0.482031,448,434,
achetée,1730-1740,1750-1760,0.517796,0.482204,66,146,
peintres,1760-1770,1770-1780,0.517766,0.482234,966,1234,
témoigna,1720-1730,1740-1750,0.517614,0.482386,151,424,
lignifie,1700-1710,1789-1802,0.517609,0.482391,109,78,
tiendroit,1700-1710,1720-1730,0.517412,0.482588,51,105,
profitent,1710-1720,1730-1740,0.516842,0.483158,88,79,
négoce,1710-1720,1789-1802,0.516454,0.483546,266,284,
l'ancre,1760-1770,1780-1789,0.515652,0.484348,641,522,
songea,1720-1730,1750-1760,0.51534,0.48466,162,219,
n'ignoroit,1700-1710,1710-1720,0.51506,0.48494,50,50,
prens,1720-1730,1789-1802,0.514737,0.485263,159,64,
d'avril,1770-1780,1789-1802,0.514432,0.485568,1231,914,
colere,1710-1720,1760-1770,0.51435,0.48565,909,1168,
trouvait,1740-1750,1750-1760,0.51338,0.48662,105,155,
viendront,1720-1730,1740-1750,0.512194,0.487806,214,273,
lieutenants,1730-1740,1740-1750,0.511528,0.488472,128,50,
d'iceux,1710-1720,1789-1802,0.511461,0.488539,845,154,
mouchoir,1700-1710,1730-1740,0.510436,0.489564,63,60,
persuadée,1720-1730,1740-1750,0.510316,0.489684,66,318,
faille,1700-1710,1710-1720,0.50999,0.49001,183,212,
ecriture,1730-1740,1789-1802,0.509765,0.490235,134,122,
surprenante,1700-1710,1750-1760,0.509719,0.490281,102,177,
c'efl,1710-1720,1760-1770,0.50927,0.49073,223,1088,
vînt,1700-1710,1710-1720,0.508234,0.491766,65,73,
aisée,1720-1730,1789-1802,0.507998,0.492002,287,430,
plaisent,1700-1710,1740-1750,0.507903,0.492097,135,219,
m'étant,1710-1720,1789-1802,0.507246,0.492754,60,134,
porterent,1710-1720,1780-1789,0.507211,0.492789,138,434,
sortirent,1750-1760,1770-1780,0.507148,0.492852,149,264,
l'aura,1720-1730,1740-1750,0.5071,0.4929,105,149,
tuteurs,1720-1730,1750-1760,0.507015,0.492985,90,354,
cherchoient,1700-1710,1740-1750,0.506494,0.493506,71,264,
fauroient,1760-1770,1789-1802,0.506081,0.493919,149,110,
s'imaginer,1710-1720,1789-1802,0.506033,0.493967,203,179,
ferais,1710-1720,1740-1750,0.505638,0.494362,116,50,
façons,1780-1789,1789-1802,0.505485,0.494515,400,319,
chemise,1710-1720,1770-1780,0.505061,0.494939,110,365,
sucs,1740-1750,1789-1802,0.504043,0.495957,538,323,
doutoit,1710-1720,1720-1730,0.50399,0.49601,60,88,
appella,1730-1740,1740-1750,0.503823,0.496177,246,242,
oncles,1720-1730,1789-1802,0.503559,0.496441,104,169,
demeuré,1770-1780,1780-1789,0.503189,0.496811,464,820,
manda,1700-1710,1740-1750,0.502738,0.497262,145,519,
sentons,1780-1789,1789-1802,0.502341,0.497659,243,224,
flottes,1700-1710,1760-1770,0.502072,0.497928,89,507,
s'accordent,1710-1720,1730-1740,0.50097,0.49903,148,186,
martyrs,1720-1730,1780-1789,0.500822,0.499178,176,247,
manquera,1710-1720,1760-1770,0.500528,0.499472,190,377,
cherchez,1720-1730,1789-1802,0.500024,0.499976,131,508,
employent,1700-1710,1710-1720,0.49993,0.50007,54,195,
fumée,1740-1750,1780-1789,0.499717,0.500283,599,1622,
decembre,1740-1750,1789-1802,0.499641,0.500359,418,398,
viendroit,1710-1720,1720-1730,0.499244,0.500756,154,228,
demoiselles,1720-1730,1740-1750,0.498961,0.501039,50,160,
perdirent,1730-1740,1760-1770,0.498952,0.501048,372,229,
connaît,1750-1760,1789-1802,0.49871,0.50129,293,1045,
passerent,1720-1730,1789-1802,0.498574,0.501426,93,115,
croyais,1700-1710,1760-1770,0.498515,0.501485,64,169,
indigné,1740-1750,1750-1760,0.498327,0.501673,119,223,
qu'aucune,1740-1750,1770-1780,0.497887,0.502113,328,944,
aima,1750-1760,1760-1770,0.497582,0.502418,337,280,
n'as,1700-1710,1710-1720,0.497512,0.502488,155,374,
tuent,1750-1760,1789-1802,0.496887,0.503113,135,225,
excellentes,1720-1730,1740-1750,0.496744,0.503256,137,174,
n'ose,1740-1750,1789-1802,0.496483,0.503517,409,919,
demandait,1710-1720,1740-1750,0.496421,0.503579,242,58,
incident,1700-1710,1760-1770,0.496183,0.503817,74,173,
d'angleterre,1720-1730,1740-1750,0.495974,0.504026,1610,3670,
